DATE_TIME,DIAMETER,GRADE,CHEM1,CHEM2,CHEM3,CHEM4,CHEM5,CHEM6,CHEM7,CHEM8,CHEM9,CHEM10,TEMP1,TEMP2,TEMP3,QUALITY1,TEMP4,SPEED,PROCESS1,PROCESS2,PEOCESS3,TEMP5,TEMP6,QUALITY2,ID
2022-02-27 14:10:00,12,GR1,0.223,1.317,0.016,0.022,0.237,0.003,0.0001,0.041,0.0076,53.0,908,965.0,111,712.948,164,23,2532,2070,1.37,563.0,545,591.134,A05907
2022-02-26 12:30:00,12,GR3,0.205,1.3,0.015,0.024,0.223,0.003,0.0002,0.031,0.007,56.0,1072,1067.0,69,679.353,4,26,2147,2460,1.38,571.0,518,568.167,A50180
2022-02-27 01:25:00,12,GR1,0.22,1.333,0.015,0.025,0.244,0.003,0.0004,0.032,0.01,55.0,1094,904.0,23,703.372,143,24,3371,2177,1.38,526.0,524,579.86,A05091
2022-02-27 17:10:00,12,GR1,0.22,1.333,0.015,0.025,0.244,0.003,0.0004,0.032,0.01,55.0,1113,1135.0,56,706.03,174,20,3068,3195,1.37,596.0,554,581.734,A05190
2022-02-27 17:40:00,12,GR1,0.22,1.333,0.015,0.025,0.244,0.003,0.0004,0.032,0.01,55.0,1143,944.0,64,730.708,232,26,1789,2471,1.37,507.0,558,607.876,A19050
2022-04-03 05:35:00,12,GR2,0.214,1.393,0.02,0.025,0.238,0.003,0.002,0.023,0.01,48.0,932,1104.0,97,714.184,144,18,1729,3066,1.38,531.0,500,607.529,A06089
2022-04-03 05:45:00,12,GR2,0.214,1.393,0.02,0.025,0.238,0.003,0.002,0.023,0.01,48.0,1115,1073.0,96,714.184,250,24,2022,1580,1.37,637.0,553,607.529,A08096
2022-03-03 23:35:00,12,GR2,0.207,1.349,0.013,0.02,0.263,0.002,0.0001,0.023,0.006,50.0,1147,1013.0,3,695.055,290,25,1857,3112,1.38,533.0,504,595.839,A56014
2022-04-03 00:10:00,12,GR2,0.207,1.349,0.013,0.02,0.263,0.002,0.0001,0.023,0.006,50.0,982,1053.0,40,706.203,160,28,2087,2647,1.38,501.0,560,594.754,A40156
2022-02-26 13:00:00,12,GR3,0.217,0.76,0.015,0.022,0.166,0.003,0.0001,0.022,0.0054,55.0,1083,910.0,73,691.219,205,24,2454,2905,1.38,562.0,531,572.278,A08865
2022-04-03 08:25:00,12,GR2,0.21,1.415,0.012,0.027,0.293,0.002,0.0002,0.024,0.009,52.0,1020,1037.0,56,698.765,63,23,3017,2806,1.38,632.0,577,597.83,A88760
2022-04-03 09:30:00,12,GR2,0.21,1.415,0.012,0.027,0.293,0.002,0.0002,0.024,0.009,52.0,897,904.0,66,696.218,106,17,1819,1863,1.37,549.0,504,589.483,A08678
2022-04-03 07:20:00,12,GR2,0.21,1.344,0.015,0.02,0.246,0.002,0.0003,0.032,0.01,57.0,1123,962.0,115,720.699,264,20,1592,3447,1.37,610.0,535,618.663,A19806
2022-04-03 07:50:00,12,GR2,0.21,1.344,0.015,0.02,0.246,0.002,0.0003,0.032,0.01,57.0,955,1128.0,90,709.321,255,19,3529,2418,1.38,557.0,560,612.681,A98016
2022-04-03 06:25:00,12,GR2,,1.34,0.016,0.031,0.235,0.002,0.0001,0.022,0.011,50.0,902,1079.0,133,710.393,100,18,3555,3073,1.37,593.0,572,607.293,A94096
2022-04-03 07:05:00,12,GR2,0.21,1.34,0.016,0.031,0.235,0.002,0.0001,0.022,0.011,50.0,898,954.0,96,713.108,90,23,3333,1908,1.37,576.0,563,602.767,A06949
2022-04-03 03:35:00,12,GR2,0.207,1.4,0.014,0.03,0.253,0.002,0.0002,0.025,0.006,43.0,929,910.0,43,717.184,103,27,3183,2248,1.39,627.0,571,615.086,A06960
2022-04-03 04:05:00,12,GR2,0.207,1.4,0.014,0.03,0.253,0.002,0.0002,0.025,0.006,43.0,1019,954.0,114,725.944,171,25,3206,3430,1.38,513.0,506,625.252,A09660
2022-02-26 09:15:00,12,GR3,0.2,1.3,0.013,0.024,0.217,0.002,0.0002,0.025,0.006,48.0,970,888.0,50,685.148,210,21,2077,2547,1.38,516.0,527,579.298,A30689
2022-02-26 09:45:00,12,GR3,0.2,1.3,0.013,0.024,0.217,0.002,0.0002,0.025,0.006,48.0,1151,926.0,75,671.051,82,23,2435,2342,1.38,626.0,552,565.416,A03968
2022-04-03 01:45:00,12,GR2,0.21,1.361,0.021,0.029,0.272,0.002,0.0001,0.026,0.011,48.0,1073,988.0,24,708.312,55,22,2668,2588,1.38,572.0,521,612.168,A49096
2022-04-03 02:25:00,12,GR2,0.21,1.361,0.021,0.029,0.272,0.002,0.0001,0.026,0.011,48.0,948,975.0,59,682.088,157,17,1559,3299,1.38,636.0,573,587.601,A64909
2022-02-26 06:20:00,12,GR3,0.218,0.783,0.027,0.019,0.204,0.003,0.0002,0.034,0.009,59.0,955,1134.0,50,683.179,14,17,3264,2878,1.38,545.0,558,571.15,A99710
2022-02-27 00:15:00,12,GR1,0.22,1.394,0.012,0.024,0.259,0.003,0.0008,0.037,0.012,49.0,1041,1135.0,93,696.089,70,21,3036,2520,1.37,605.0,514,595.227,A72024
2022-02-26 20:00:00,12,GR1,0.215,1.398,0.018,0.021,0.23,0.003,0.0006,0.035,0.012,60.0,1116,937.0,38,739.407,262,25,2507,2926,1.38,615.0,574,628.647,A22708
2022-02-26 20:40:00,12,GR1,0.215,1.398,0.018,0.021,0.23,0.003,0.0006,0.035,0.012,60.0,910,955.0,24,695.59,159,25,2859,2905,1.38,647.0,511,584.038,A72820
2022-02-26 21:10:00,12,GR1,0.22,1.352,0.023,0.019,0.259,0.002,0.0004,0.032,0.011,55.0,1062,905.0,63,718.6320000000001,214,27,1519,1661,1.38,598.0,513,617.8265,A70322
2022-02-27 05:40:00,12,GR1,0.22,1.391,0.011,0.019,0.256,0.002,0.0002,0.026,0.012,59.0,1102,1008.0,103,726.224,207,18,3515,3100,1.37,630.0,531,611.604,A30237
2022-02-26 21:50:00,12,GR1,0.227,1.427,0.014,0.02,0.242,0.002,0.001,0.029,0.011,50.0,1028,1014.0,45,725.406,260,25,3413,1709,1.38,642.0,543,601.975,A74320
2022-02-26 22:10:00,12,GR1,0.227,1.427,0.014,0.02,0.242,0.002,0.001,0.029,0.011,50.0,968,906.0,2,720.86,241,25,2733,2982,1.38,634.0,547,597.599,A70243
2022-02-27 02:00:00,12,GR1,0.227,1.427,0.014,0.02,0.242,0.002,0.001,0.029,0.011,50.0,1146,938.0,11,705.335,41,18,3257,2659,1.38,569.0,525,601.369,A42307
2022-02-26 22:40:00,12,GR1,0.221,1.392,0.018,0.022,0.216,0.002,0.0002,0.033,0.012,56.0,1016,1056.0,117,714.415,202,24,3365,1876,1.38,643.0,563,590.324,A30725
2022-02-26 23:15:00,12,GR1,0.22,1.393,0.025,0.019,0.234,0.003,0.0008,0.035,0.012,45.0,902,920.0,62,708.441,284,22,3015,3220,1.37,606.0,578,612.418,A32760
2022-02-26 23:45:00,12,GR1,0.22,1.393,0.025,0.019,0.234,0.003,0.0008,0.035,0.012,45.0,944,987.0,47,698.855,188,23,1556,2361,1.37,522.0,553,590.474,A32706
2022-03-03 17:15:00,12,GR2,0.211,1.317,0.017,0.017,0.223,0.003,0.002,0.032,0.011,51.0,1049,1117.0,66,700.637,84,18,2359,2833,1.39,617.0,509,601.465,A03772
2022-02-27 11:00:00,12,GR1,0.225,1.338,0.017,0.015,0.233,0.003,0.002,0.031,0.012,60.0,964,1057.0,43,719.64,233,17,2511,2450,1.37,535.0,506,609.092,A07382
2022-02-27 06:15:00,12,GR1,0.225,1.344,0.02,0.015,0.242,0.002,0.0005,0.025,0.013,74.0,1087,1058.0,65,713.347,201,26,3096,1906,1.38,549.0,508,594.545,A03792
2022-02-27 21:45:00,12,GR1,0.213,1.325,0.017,0.024,0.23,0.003,0.002,0.033,0.012,50.0,1035,975.0,33,720.709,263,20,1790,2250,1.36,551.0,556,614.48,A24700
2022-02-27 09:00:00,12,GR1,0.23,,0.011,0.016,0.218,0.003,0.0003,0.028,0.014,66.0,1027,996.0,53,713.394,159,17,2785,2306,1.37,550.0,509,602.639,A27014
2022-02-27 09:30:00,12,GR1,0.23,1.326,0.011,0.016,0.218,0.003,0.0003,0.028,0.014,66.0,932,1088.0,98,713.278,1,21,2100,2197,1.37,586.0,533,606.84,A70124
2022-02-27 06:50:00,12,GR1,0.229,1.366,0.014,0.018,0.218,0.002,0.0001,0.021,0.014,70.0,1053,1130.0,97,712.985,26,27,2638,3029,1.37,541.0,504,592.506,A72044
2022-02-27 07:25:00,12,GR1,0.229,1.366,0.014,0.018,0.218,0.002,0.0001,0.021,0.014,70.0,961,1127.0,120,702.63,96,22,2407,3071,1.38,648.0,532,586.303,A40427
2022-02-27 08:00:00,12,GR1,0.221,1.335,0.018,0.014,0.225,0.003,0.0001,0.023,0.011,59.0,1075,979.0,95,708.245,108,26,3058,3022,1.37,608.0,592,594.43,A04527
2022-02-27 08:30:00,12,GR1,0.221,1.335,0.018,0.014,0.225,0.003,0.0001,0.023,0.011,59.0,1069,936.0,107,706.769,73,26,2611,2268,1.37,568.0,535,593.37,A24057
2022-02-27 23:40:00,12,GR1,0.21,1.28,0.01,0.019,0.23,0.003,0.0004,0.027,0.014,68.0,1143,906.0,2,723.523,72,23,3535,3336,1.36,514.0,594,618.121,A76204
2022-02-28 00:10:00,12,GR1,0.21,1.28,0.01,0.019,0.23,0.003,0.0004,0.027,0.014,68.0,999,1070.0,130,720.42,135,17,2919,3240,1.36,636.0,510,614.234,A47620
2022-02-27 22:20:00,12,GR1,0.21,1.35,0.012,0.017,0.262,0.003,0.0003,0.026,0.01,57.0,987,924.0,95,734.509,112,23,2290,3168,1.36,579.0,561,619.675,A84207
2022-02-27 11:30:00,12,GR1,0.22,1.323,0.012,0.025,0.255,0.002,0.0001,0.036,0.012,52.0,1099,1010.0,110,695.064,38,19,2964,2877,1.37,508.0,526,581.604,A72050
2022-02-27 12:00:00,12,GR1,0.22,1.323,0.012,0.025,0.255,0.002,0.0001,0.036,0.012,52.0,1075,1104.0,10,724.984,292,26,2641,2676,1.37,523.0,554,613.311,A25070
2022-02-27 12:30:00,12,GR1,0.221,1.435,0.019,0.021,0.236,0.002,0.0015,0.027,0.01,57.0,1122,1001.0,98,721.434,297,20,1530,1940,1.37,591.0,520,600.539,A27505
2022-02-27 13:00:00,12,GR1,0.221,1.435,0.019,0.021,0.236,0.002,0.0015,0.027,0.01,57.0,1065,934.0,4,723.382,77,27,1890,2411,1.37,623.0,539,594.832,A70525
2022-02-27 13:35:00,12,GR1,0.22,1.35,0.021,0.02,0.238,0.002,0.002,0.029,0.008,55.0,1092,890.0,5,706.797,210,19,3050,3116,1.37,501.0,545,598.458,A02775
2022-02-27 15:40:00,12,GR1,0.22,1.36,0.018,0.028,0.215,0.003,0.002,0.031,0.011,44.0,1092,1002.0,114,706.607,21,28,3195,1593,1.37,522.0,501,584.175,A75092
2022-02-27 19:20:00,12,GR1,0.22,1.36,0.018,0.028,0.215,0.003,0.002,0.031,0.011,44.0,1028,1089.0,66,707.756,136,22,2008,2584,1.37,535.0,507,593.846,A92570
2022-02-27 16:10:00,12,GR1,0.229,1.331,0.018,0.025,0.244,0.002,0.002,0.034,0.01,52.0,940,1074.0,133,731.006,51,26,3172,3015,1.36,509.0,535,601.813,A60722
2022-02-27 16:40:00,12,GR1,0.229,1.331,0.018,0.025,0.244,0.002,0.002,0.034,0.01,52.0,1062,1049.0,115,719.973,62,24,3267,2912,1.37,562.0,535,595.209,A60227
2022-02-27 18:10:00,12,GR1,0.22,1.346,0.016,0.025,0.247,0.002,0.001,0.032,0.01,54.0,1012,1001.0,33,722.482,244,27,3157,1785,1.36,590.0,594,598.495,A67250
2022-02-27 18:45:00,12,GR1,0.22,1.346,0.016,0.025,0.247,0.002,0.001,0.032,0.01,54.0,1054,1015.0,9,717.52,303,20,2198,2946,1.37,525.0,564,596.852,A67052
2022-01-03 05:15:00,12,GR1,0.222,1.34,0.017,0.024,0.266,0.003,0.0001,0.028,0.013,50.0,1083,956.0,131,719.885,49,17,2281,1553,1.39,596.0,528,599.576,A72075
2022-01-03 05:45:00,12,GR1,0.222,1.34,0.017,0.024,0.266,0.003,0.0001,0.028,0.013,50.0,1014,903.0,109,705.103,73,18,1540,2426,1.38,597.0,557,592.19,A57027
2022-01-03 06:20:00,12,GR1,0.213,1.334,0.016,0.026,0.242,0.002,0.0001,0.023,0.01,73.0,1077,1092.0,8,705.692,73,18,2378,2492,1.39,551.0,505,594.295,A00782
2022-03-03 19:50:00,12,GR2,0.212,1.365,0.025,0.028,0.249,0.0023,0.0019,0.019,0.0055,57.0,1087,932.0,29,691.642,75,25,2532,3070,1.38,516.0,521,590.321,A02730
2022-03-03 20:20:00,12,GR2,0.212,1.365,0.025,0.028,0.249,0.0023,0.0019,0.019,0.0055,57.0,1063,1061.0,115,693.016,263,23,2907,2772,1.38,522.0,543,591.849,A02370
2022-01-03 04:40:00,12,GR1,0.232,1.333,0.015,0.023,0.223,0.0029,0.0015,0.0289,0.0088,55.0,1055,1054.0,122,722.642,134,25,2477,2443,1.39,529.0,590,605.827,A43073
2022-03-03 18:45:00,12,GR2,0.22,1.32,0.016,0.024,0.183,0.003,0.0002,0.033,0.018,45.0,1024,1017.0,102,719.915,202,18,1694,3337,1.38,567.0,550,612.061,A84307
2022-03-03 19:20:00,12,GR2,0.22,1.32,0.016,0.024,0.183,0.003,0.0002,0.033,0.018,45.0,1148,1049.0,76,707.538,113,24,2420,2211,1.38,541.0,514,604.349,A08437
2022-01-03 09:30:00,12,GR1,0.223,1.345,0.011,0.022,0.239,0.0029,0.0025,0.0263,0.0065,67.0,989,1011.0,85,729.923,149,20,2078,3489,1.38,591.0,582,614.432,A37250
2022-01-03 10:10:00,12,GR1,0.223,1.345,0.011,0.022,0.239,0.0029,0.0025,0.0263,0.0065,67.0,1127,1114.0,64,704.793,122,24,2154,3385,1.38,509.0,520,596.653,A25037
2022-01-03 06:55:00,12,GR1,0.222,1.33,0.022,0.02,0.229,0.004,0.0004,0.028,0.018,64.0,924,1024.0,65,713.803,262,23,3193,1519,1.38,598.0,513,603.623,A30735
2022-01-03 07:30:00,12,GR1,0.222,1.33,0.022,0.02,0.229,0.004,0.0004,0.028,0.018,64.0,1120,1028.0,16,725.583,140,28,1525,1577,1.38,577.0,509,615.731,A30357
2022-01-03 10:40:00,12,GR1,0.24,1.33,0.019,0.02,0.208,0.0027,0.0021,0.0195,0.0063,63.0,1045,1037.0,73,716.806,159,24,1877,2504,1.38,601.0,552,609.326,A70633
2022-01-03 11:10:00,12,GR1,0.24,1.33,0.019,0.02,0.208,0.0027,0.0021,0.0195,0.0063,63.0,928,943.0,64,712.59,59,20,3386,2601,1.38,560.0,508,604.76,A33607
2022-01-03 11:40:00,12,GR1,0.235,1.31,0.017,0.021,0.212,0.0025,0.002,0.0192,0.007,53.0,975,1127.0,50,722.514,236,17,2320,2454,1.38,504.0,575,599.996,A03766
2022-01-03 13:30:00,12,GR1,0.233,1.343,0.018,0.024,0.198,0.003,0.002,0.023,0.0089,58.0,920,930.0,106,755.424,208,25,3312,1990,1.37,537.0,544,623.345,A37067
2022-01-03 14:05:00,12,GR1,0.233,1.343,0.018,0.024,0.198,0.003,0.002,0.023,0.0089,58.0,1122,1126.0,66,701.394,171,28,2985,2898,1.38,521.0,534,606.083,A60377
2022-01-03 15:45:00,12,GR1,0.233,1.343,0.018,0.024,0.198,0.003,0.002,0.023,0.0089,58.0,985,1001.0,40,731.937,290,23,1893,2318,1.38,612.0,572,633.53,A63770
2022-03-03 20:50:00,12,GR2,0.21,1.35,0.022,0.023,0.217,0.003,0.0008,0.028,0.007,50.0,1138,924.0,76,706.191,73,17,1502,3145,1.38,533.0,584,601.318,A77003
2022-03-03 21:20:00,12,GR2,0.21,1.35,0.022,0.023,0.217,0.003,0.0008,0.028,0.007,50.0,987,1080.0,135,707.747,245,27,2511,2109,1.38,566.0,551,597.623,A70703
2022-01-03 19:55:00,12,GR1,0.221,1.392,0.017,0.025,0.249,0.003,0.0007,0.028,0.008,56.0,1014,950.0,103,704.923,199,26,3152,2067,1.39,526.0,546,596.701,A60377
2022-03-03 11:05:00,12,GR1,0.21,1.375,0.014,0.023,0.265,0.004,0.0009,0.027,0.008,50.0,1083,1041.0,56,726.58,310,19,3443,2176,1.38,622.0,549,619.127,A79370
2022-01-03 18:55:00,12,GR1,0.224,1.36,0.016,0.019,0.235,0.003,0.0016,0.023,0.0076,70.0,965,931.0,126,704.666,172,23,2770,2131,1.39,590.0,563,599.488,A07083
2022-01-03 19:25:00,12,GR1,0.224,1.36,0.016,0.019,0.235,0.003,0.0016,0.023,0.0076,70.0,1150,1023.0,122,717.062,36,20,3200,1925,1.39,600.0,530,604.487,A07830
2022-01-03 18:20:00,12,GR1,0.225,1.332,0.012,0.025,0.225,0.003,0.0007,0.028,0.007,52.0,1050,957.0,15,713.928,90,24,3451,2103,1.39,638.0,503,601.583,A30287
2022-01-03 17:50:00,12,GR1,0.22,1.344,0.015,0.024,0.223,0.003,0.002,0.029,0.019,50.0,968,908.0,36,710.881,223,27,3352,2579,1.39,600.0,552,597.801,A78603
2022-02-03 08:30:00,12,GR1,0.22,1.344,0.015,0.024,0.223,0.003,0.002,0.029,0.019,50.0,1047,946.0,25,706.912,134,25,3434,1802,1.38,581.0,507,604.614,A37806
2022-02-03 09:00:00,12,GR1,0.22,1.344,0.015,0.024,0.223,0.003,0.002,0.029,0.019,,1154,925.0,79,723.675,157,24,1916,3466,1.38,530.0,537,607.415,A03786
2022-01-03 22:55:00,12,GR1,0.222,1.36,0.025,0.021,0.23,0.0022,0.0016,0.0198,0.0058,70.0,968,903.0,8,720.048,98,20,2915,2717,1.38,620.0,519,600.411,A39701
2022-01-03 23:30:00,12,GR1,0.222,1.36,0.025,0.021,0.23,0.0022,0.0016,0.0198,0.0058,70.0,1037,939.0,127,706.5,235,20,1598,3420,1.38,596.0,568,585.834,A37109
2022-02-03 01:40:00,12,GR1,0.22,1.313,0.017,0.025,0.205,0.003,0.0005,0.035,0.0065,61.0,998,1106.0,86,705.754,162,25,1513,3093,1.38,525.0,574,590.599,A73970
2022-02-03 12:30:00,12,GR1,0.22,1.313,0.017,0.025,0.205,0.003,0.0005,0.035,0.0065,61.0,1095,890.0,77,718.755,161,24,1661,2235,1.37,510.0,514,614.771,A07937
2022-02-03 00:40:00,12,GR1,0.22,1.32,0.022,0.017,0.221,0.0032,0.0016,0.031,0.0079,52.0,984,1139.0,84,698.02,253,20,2146,3340,1.38,609.0,527,598.111,A07004
2022-02-03 10:40:00,12,GR1,0.226,1.379,0.015,0.033,0.239,0.003,0.0006,0.043,0.023,44.0,950,1030.0,124,709.21,34,25,3191,2832,1.38,539.0,568,599.798,A07304
2022-02-03 02:15:00,12,GR1,0.227,1.395,0.022,0.038,0.233,0.003,0.0003,0.035,0.025,49.0,901,1130.0,36,706.412,78,28,3108,2776,1.38,629.0,563,599.601,A74400
2022-02-03 02:45:00,12,GR1,0.227,1.395,0.022,0.038,0.233,0.003,0.0003,0.035,0.025,49.0,1007,956.0,135,707.929,102,19,2846,2501,1.37,548.0,590,597.402,A04407
2022-02-03 03:15:00,12,GR1,0.227,1.395,0.022,0.038,0.233,0.003,0.0003,0.035,0.025,49.0,983,1118.0,127,733.193,240,21,2240,2026,1.38,550.0,581,603.045,A40047
2022-02-03 03:45:00,12,GR1,0.242,1.349,0.028,0.025,0.237,0.004,0.0004,0.032,0.027,69.0,886,1001.0,15,728.025,80,17,1852,2471,1.38,616.0,566,616.661,A06740
2022-02-03 04:20:00,12,GR1,0.242,1.349,0.028,0.025,0.237,0.004,0.0004,0.032,0.027,69.0,1059,968.0,100,726.054,218,20,2529,1855,1.38,546.0,540,608.122,A47600
2022-02-03 15:15:00,12,GR1,0.227,1.353,0.024,0.022,0.241,0.004,0.0006,0.033,0.024,57.0,1085,1070.0,64,715.558,228,24,3351,1638,1.37,649.0,530,610.805,A70084
2022-02-03 15:45:00,12,GR1,0.227,1.353,0.024,0.022,0.241,0.004,0.0006,0.033,0.024,57.0,1015,1014.0,92,732.249,181,27,1889,3382,1.37,513.0,529,628.739,A40087
2022-02-03 04:50:00,12,GR1,0.225,1.382,0.018,0.034,0.228,0.003,0.0005,0.034,0.023,53.0,1060,1065.0,10,722.244,245,28,3038,3111,1.38,524.0,577,606.481,A40417
2022-03-03 05:20:00,12,GR1,0.215,1.385,0.017,0.027,0.254,0.004,0.0006,0.031,0.022,56.0,1018,1072.0,93,709.855,107,20,3092,3285,1.37,530.0,503,602.399,A48710
2022-03-03 05:45:00,12,GR1,0.215,1.385,0.017,0.027,0.254,0.004,0.0006,0.031,0.022,56.0,1105,906.0,90,730.902,129,18,3055,3348,1.38,591.0,532,623.668,A41087
2022-03-03 08:25:00,12,GR1,0.215,1.385,0.017,0.027,0.254,0.004,0.0006,0.031,0.022,56.0,1092,892.0,45,721.858,85,26,2771,1937,1.37,551.0,520,615.144,A71480
2022-02-03 06:15:00,12,GR1,0.224,1.373,0.02,0.025,0.234,0.004,0.0004,0.029,0.024,42.0,1004,1036.0,2,732.76,266,22,2002,1592,1.38,559.0,534,628.27,A70194
2022-02-03 14:45:00,12,GR1,0.224,1.373,0.02,0.025,0.234,0.004,0.0004,0.029,0.024,42.0,1130,1131.0,23,716.079,97,27,1847,2551,1.37,586.0,574,619.566,A49107
2022-02-03 07:20:00,12,GR1,0.22,1.338,0.018,0.024,0.262,0.004,0.0007,0.026,0.022,50.0,1107,882.0,90,716.121,218,19,2321,2934,1.38,547.0,535,615.902,A72042
2022-02-03 13:00:00,12,GR1,0.227,1.363,0.032,0.025,0.232,0.003,0.0007,0.027,0.027,63.0,1125,912.0,4,717.415,189,22,1828,3256,1.38,634.0,589,609.422,A24670
2022-02-03 13:25:00,12,GR1,0.227,1.363,0.032,0.025,0.232,0.003,0.0007,0.027,0.027,63.0,1017,992.0,132,722.325,54,21,3282,3387,1.38,573.0,500,609.512,A67024
2022-02-03 11:10:00,12,GR1,0.221,1.348,0.019,0.02,0.228,0.003,0.0005,0.037,0.024,58.0,935,1084.0,104,720.812,8,23,2985,2162,1.37,591.0,588,605.396,A28470
2022-02-03 11:45:00,12,GR1,0.221,1.348,0.019,0.02,0.228,0.003,0.0005,0.037,0.024,58.0,984,1127.0,90,728.088,26,26,3473,1693,1.38,611.0,579,616.275,A78024
2022-02-03 09:35:00,12,GR1,0.232,1.349,0.016,0.022,0.239,0.003,0.0006,0.028,0.024,49.0,1137,885.0,63,723.67,36,23,2643,2893,1.38,603.0,500,614.716,A43071
2022-02-03 10:05:00,12,GR1,0.232,1.349,0.016,0.022,0.239,0.003,0.0006,0.028,0.024,49.0,1054,1039.0,76,715.189,158,26,2118,1732,1.38,574.0,507,605.278,A74310
2022-02-03 16:15:00,12,GR1,0.223,1.374,0.027,0.021,0.231,0.005,0.0007,0.034,0.008,72.0,892,955.0,96,704.069,217,26,3243,2003,1.37,501.0,525,603.026,A10744
2022-02-03 17:45:00,12,GR1,0.223,1.374,0.027,0.021,0.231,0.005,0.0007,0.034,0.008,72.0,956,899.0,70,731.041,16,17,1818,2748,1.37,633.0,561,629.983,A10744
2022-02-03 20:45:00,12,GR1,0.245,1.36,0.011,0.022,0.243,0.0038,0.002,0.0216,0.008,75.0,962,968.0,132,715.029,254,22,1716,1620,1.37,610.0,513,591.407,A47406
2022-02-03 21:15:00,12,GR1,0.245,1.36,0.011,0.022,0.243,0.0038,0.002,0.0216,0.008,,1094,1011.0,46,706.731,102,23,3181,3362,1.37,502.0,552,595.812,A74640
2022-02-03 16:45:00,12,GR1,0.228,1.37,0.018,0.024,0.238,0.0027,0.0019,0.0252,0.009,66.0,1000,1116.0,59,697.075,26,18,3488,2278,1.37,555.0,527,592.933,A05407
2022-02-03 17:15:00,12,GR1,0.228,1.37,0.018,0.024,0.238,0.0027,0.0019,0.0252,0.009,66.0,1029,1120.0,60,702.895,275,28,1924,1802,1.37,541.0,502,593.988,A74500
2022-02-03 19:15:00,12,GR1,0.227,1.32,0.017,0.025,0.255,0.004,0.0008,0.033,0.008,69.0,920,947.0,21,737.938,165,20,2160,2644,1.37,525.0,527,633.475,A10457
2022-02-03 19:45:00,12,GR1,0.227,1.32,0.017,0.025,0.255,0.004,0.0008,0.033,0.008,69.0,1071,937.0,67,726.191,137,26,2885,1542,1.37,567.0,588,613.375,A41057
2022-02-03 18:15:00,12,GR1,0.22,1.353,0.019,0.025,0.223,0.004,0.0007,0.034,0.007,64.0,1128,997.0,74,719.658,257,22,2305,1870,1.37,647.0,567,618.192,A03457
2022-02-03 18:45:00,12,GR1,0.22,1.353,0.019,0.025,0.223,0.004,0.0007,0.034,0.007,64.0,959,1098.0,65,727.876,264,27,1733,2926,1.37,614.0,516,623.664,A45307
2022-02-03 20:15:00,12,GR1,0.225,1.38,0.018,0.027,0.237,0.003,0.0009,0.035,0.014,65.0,1051,982.0,66,715.843,294,23,2137,1853,1.37,594.0,581,611.181,A74056
2022-03-03 03:42:00,12,GR1,0.225,1.38,0.018,0.027,0.237,0.003,0.0009,0.035,0.014,65.0,1137,1049.0,29,724.457,251,25,3203,1674,1.37,600.0,563,607.297,A57064
2022-02-03 21:45:00,12,GR1,0.237,,0.015,0.023,0.22,0.003,0.0018,0.0237,0.0112,46.0,954,1113.0,28,737.401,230,18,2472,1698,1.37,622.0,592,606.588,A10746
2022-02-03 22:15:00,12,GR1,0.237,1.342,0.015,0.023,0.22,0.003,0.0018,0.0237,0.0112,46.0,910,956.0,80,721.046,151,26,3487,2651,1.37,618.0,550,615.4,A61704
2022-02-03 22:45:00,12,GR1,0.237,1.342,0.015,0.023,0.22,0.003,0.0018,0.0237,0.0112,46.0,975,1086.0,109,755.255,304,27,1728,3041,1.37,620.0,562,620.188,A17460
2022-02-03 23:20:00,12,GR1,0.22,1.355,0.015,0.022,0.266,0.004,0.0009,0.031,0.0067,50.0,955,1122.0,126,712.647,284,26,2905,2443,1.37,595.0,527,600.515,A64704
2022-02-03 23:50:00,12,GR1,0.22,1.355,0.015,0.022,0.266,0.004,0.0009,0.031,0.0067,50.0,1001,1034.0,64,713.194,27,28,2297,2520,1.37,636.0,556,599.916,A64740
2022-03-03 03:00:00,12,GR1,0.22,1.346,0.021,0.038,0.235,0.003,0.0006,0.037,0.026,53.0,937,996.0,5,714.554,44,23,3309,1720,1.37,576.0,520,608.463,A07664
2022-03-03 01:25:00,12,GR1,0.226,1.355,0.017,0.025,0.296,0.004,0.0007,0.029,0.024,70.0,941,1035.0,104,726.842,211,25,2580,3165,1.37,600.0,522,608.256,A07649
2022-03-03 02:25:00,12,GR1,0.226,1.355,0.017,0.025,0.296,0.004,0.0007,0.029,0.024,70.0,956,926.0,117,736.961,113,28,1835,2144,1.37,543.0,562,619.22,A60974
2022-03-03 00:50:00,12,GR1,0.224,1.321,0.015,0.027,0.24,0.003,0.0004,0.031,0.022,58.0,881,1018.0,87,704.951,158,27,2631,3454,1.37,532.0,557,602.09,A14077
2022-03-03 06:20:00,12,GR1,0.224,1.364,0.021,0.027,0.288,0.004,0.0005,0.029,0.024,55.0,896,1125.0,10,719.386,87,17,2203,2324,1.38,552.0,536,619.516,A75407
2022-03-03 04:00:00,12,GR1,0.22,1.395,0.014,0.028,0.273,0.004,0.0006,0.024,0.021,58.0,941,1135.0,37,728.415,273,27,2870,2740,1.37,631.0,593,611.825,A74770
2022-03-03 04:30:00,12,GR1,0.22,1.395,0.014,0.028,0.273,0.004,0.0006,0.024,0.021,58.0,979,890.0,70,701.906,177,23,2379,3489,1.37,610.0,586,600.251,A74770
